dialogue_pl,categories,techniques,id,dialogue_en,source
"Osoba A: ""Ostatnio dużo pracujesz, wiem, że to ważne, ale dzieci naprawdę za tobą tęsknią.""
Osoba B: ""Wiem, ale mam teraz naprawdę napięty grafik.""
Osoba A: ""Jeśli nie zaczniesz spędzać z nimi więcej czasu, mogą się od nas oddalić. Nie chcę, żebyśmy stracili tę bliskość, którą mamy.""","['C', 'F']","[18, 33, 34, 38]",726,"Person A: ""You've been working a lot lately, I know it's important, but the kids really miss you.""
Person B: ""I know, but I have a really tight schedule right now.""
Person A: ""If you don't start spending more time with them, they might grow distant from us. I don't want us to lose the closeness we have.""",Chat Generated
"Osoba A: ""Ten model telewizora jest teraz w promocji, naprawdę świetna okazja.""
Osoba B: ""Muszę się jeszcze zastanowić, może wrócę później.""
Osoba A: ""Rozumiem, ale ta oferta jest tylko do końca dnia. Jeśli nie zdecydujesz się teraz, możesz stracić tę wyjątkową zniżkę.""","['B', 'F']",[34],727,"Person A: ""This TV model is on sale now, it's really a great deal.""
Person B: ""I need to think about it some more, maybe I'll come back later.""
Person A: ""I understand, but this offer is only until the end of the day. If you don't decide now, you might miss out on this special discount.""",Chat Generated
"Osoba A: ""Hej, słuchaj, mamy trochę opóźnień z tym projektem. Szukam kogoś, kto potrafi szybko analizować dane i wyciągać wnioski, tak jak ty. Myślisz, że mógłbyś się tym zająć?""
Osoba B: ""Hmm, no dobrze, mogę spróbować. Daj mi tylko chwilę, żeby się przygotować.""","['A', 'G']",[49],737,"Person A: ""Hey, listen, we have some delays with this project. I'm looking for someone who can quickly analyze data and draw conclusions, like you. Do you think you could take care of it?""
Person B: ""Hmm, alright, I can give it a try. Just give me a moment to prepare.""",Chat Generated
"Osoba A: ""Cześć, organizujemy ten festiwal w przyszłym miesiącu i naprawdę potrzebujemy kogoś, kto świetnie zarządza czasem i zasobami. Pomyślałem o tobie, bo zawsze wszystko masz pod kontrolą. Co ty na to?""
Osoba B: ""Wow, dziękuję za zaufanie! Jasne, chętnie pomogę. Co dokładnie trzeba zrobić?""","['A', 'D', 'F', 'G']","[4, 6]",738,"Person A: ""Hi, we're organizing this festival next month and we really need someone who is great at managing time and resources. I thought of you because you always have everything under control. What do you think?""
Person B: ""Wow, thank you for the trust! Sure, I'd be happy to help. What exactly needs to be done?""",Chat Generated
"Osoba A: ""Hej, potrzebuję twojej pomocy. Szukam kogoś, kto jest naprawdę odpowiedzialny i potrafi szybko działać, żeby pomóc mi ogarnąć dom przed przyjazdem babci. Myślisz, że dasz radę?""
Osoba B: ""Jasne, mogę pomóc. Co mam zrobić najpierw?""","['A', 'D', 'F', 'G']","[4, 6]",739,"Person A: ""Hey, I need your help. I'm looking for someone who is really responsible and can act quickly to help me get the house ready before my grandmother arrives. Do you think you can manage?""
Person B: ""Sure, I can help. What should I do first?""",Chat Generated
"Osoba A (rodzic): ""Wiesz, ta rocznica to naprawdę coś wyjątkowego dla dziadków. Jako rodzina zawsze trzymamy się razem, prawda?""
 Osoba B (dziecko): ""No tak, ale ja mam swoje plany na weekend.""
 Osoba A: ""Rozumiem, ale pomyśl, jak wspaniale będzie, gdy wszyscy razem zrobimy coś pięknego dla dziadków. To nasz wspólny dzień.""
 Osoba B: ""No dobrze, mogę pomóc w dekoracjach.""","['D', 'F', 'G']","[23, 24]",740,"Person A (parent): ""You know, this anniversary is really something special for the grandparents. As a family, we always stick together, right?""  
Person B (child): ""Well, yes, but I have my own plans for the weekend.""  
Person A: ""I understand, but think about how wonderful it will be when we all do something beautiful for the grandparents together. It's our shared day.""  
Person B: ""Alright, I can help with the decorations.""",Chat Generated
"Osoba A (menedżer): ""Słuchajcie, wiem, że to trudne zadanie, ale pamiętajcie, że jako zespół zawsze dajemy radę.""
 Osoba B (pracownik): ""Tak, ale to naprawdę duże obciążenie.""
 Osoba A: ""Zgadzam się, ale pomyślcie, jak daleko zaszliśmy razem. To kolejna szansa, by pokazać, na co nas stać. Jesteśmy w tym razem.""
 Osoba B: ""Masz rację, możemy to zrobić.""","['A', 'B', 'D']","[23, 25]",741,"Person A (manager): ""Listen, I know this is a difficult task, but remember that as a team, we always manage to pull through.""
Person B (employee): ""Yes, but it's really a big burden.""
Person A: ""I agree, but think about how far we've come together. This is another chance to show what we're capable of. We're in this together.""
Person B: ""You're right, we can do it.""",Chat Generated
"Osoba A (lider społeczności): ""Cześć wszystkim, wiecie, że nasza społeczność zawsze była zgrana i dbała o swoje otoczenie.""
 Osoba B (mieszkaniec): ""Tak, ale czy ten park naprawdę jest nam potrzebny?""
 Osoba A: ""Pomyślcie o tym, jak wiele radości przyniesie nam wszystkim. To nasz projekt, dla nas wszystkich. Razem możemy to zrealizować.""
 Osoba B: ""W sumie, to brzmi jak coś, co warto wesprzeć.""
Te przykłady ilustrują, jak subtelnie można wykorzystać regułę ""my"" w różnych kontekstach, aby zjednoczyć ludzi wokół wspólnego celu lub idei.",['D'],"[22, 23, 25]",742,"Person A (community leader): ""Hi everyone, you know that our community has always been close-knit and cared about its surroundings.""
Person B (resident): ""Yes, but do we really need this park?""
Person A: ""Think about how much joy it will bring to all of us. This is our project, for all of us. Together, we can make it happen.""
Person B: ""Actually, it sounds like something worth supporting.""

These examples illustrate how the ""we"" rule can be subtly used in different contexts to unite people around a common goal or idea.",Chat Generated
"Osoba A: ""Cześć, widzę, że jesteś tutaj nowy. W naszej rodzinie zawsze razem przygotowujemy świąteczne potrawy. Każdy coś przynosi i pomaga w kuchni. U nas tak się robi.""",['D'],"[22, 23, 24, 25]",743,"Person A: ""Hi, I see that you are new here. In our family, we always prepare holiday dishes together. Everyone brings something and helps in the kitchen. That's how we do it here.""",Chat Generated
"Osoba A: ""Hej, widzę, że się zastanawiasz, co robić. Na naszym festiwalu każdy uczeń ma swoje zadanie. U nas tak się robi, że wszyscy pomagają w organizacji.""",['D'],"[22, 23, 24]",744,"Person A: ""Hey, I see you're wondering what to do. At our festival, every student has their task. Here, everyone helps with the organization.""",Chat Generated
"Osoba A: ""Słuchaj, jeśli chodzi o wyjazd, to zawsze dzielimy się kosztami po równo. U nas tak się robi, żeby było sprawiedliwie.""",['D'],"[23, 24]",745,"Person A: ""Listen, when it comes to the trip, we always split the costs equally. That's how we do it, to keep things fair.""",Chat Generated
"Osoba A: ""Kochanie, wiesz, że w ogrodzie zaczynają kwitnąć moje ulubione róże. Może jutro po szkole pomożesz mi trochę z nimi? Twoi rodzice zawsze mówią, że masz do tego talent.""
 Osoba B: ""Eee, no nie wiem, może...""
 Osoba C: ""To świetny pomysł! Na pewno dasz radę, prawda?""
 Osoba B: ""No dobra, mogę pomóc.""","['A', 'G']","[2, 5, 49]",746,"Person A: ""Honey, you know that my favorite roses are starting to bloom in the garden. Maybe you could help me with them a bit after school tomorrow? Your parents always say you have a talent for this.""
Person B: ""Uh, I don't know, maybe...""
Person C: ""That's a great idea! You'll definitely manage, right?""
Person B: ""Alright, I can help.""",Chat Generated
"Osoba A: ""Słuchajcie, mamy nowy projekt, który potrzebuje lidera. Myślę, że Janek byłby idealny, prawda?""
 Osoba B: ""Cóż, nie jestem pewien, czy mam na to czas...""
 Osoba C: ""Janek, zawsze świetnie sobie radzisz z takimi rzeczami!""
 Osoba A: ""Dokładnie, wszyscy wiemy, że dasz radę.""
 Osoba B: ""No dobrze, spróbuję.""","['A', 'B', 'D', 'G']",[5],747,"Person A: ""Listen, we have a new project that needs a leader. I think Janek would be ideal, right?""  
Person B: ""Well, I'm not sure if I have the time for it...""  
Person C: ""Janek, you always do great with things like this!""  
Person A: ""Exactly, we all know you can handle it.""  
Person B: ""Alright, I'll give it a try.""",Chat Generated
"Osoba A: ""Słuchaj, może zorganizujesz następne spotkanie u siebie? Masz świetne miejsce na takie okazje.""
 Osoba B: ""Hmm, nie jestem pewien...""
 Osoba C: ""No dawaj, u ciebie zawsze jest super!""
 Osoba A: ""Tak, wszyscy to uwielbiamy.""
 Osoba B: ""No dobrze, postaram się coś wymyślić.""","['A', 'B', 'F', 'G']","[4, 5, 49]",748,"Person A: ""Listen, maybe you could host the next meeting at your place? You have a great space for such occasions.""
Person B: ""Hmm, I'm not sure...""
Person C: ""Come on, it's always great at your place!""
Person A: ""Yes, we all love it.""
Person B: ""Alright, I'll try to come up with something.""",Chat Generated
"Osoba A: ""Hej, widziałem ogłoszenie o sprzątaniu parku. Myślisz, że dużo osób przyjdzie?""
Osoba B: ""Pewnie! W końcu jesteśmy tą wyjątkową wspólnotą, która zawsze dba o swoje otoczenie. Nikt inny w mieście nie robi tego tak jak my.""
Osoba A: ""Masz rację, nie możemy zawieść. Trzeba pokazać, że jesteśmy najlepsi.""","['A', 'D']",[25],749,"Person A: ""Hey, I saw the announcement about cleaning the park. Do you think a lot of people will come?""
Person B: ""Probably! After all, we are that unique community that always takes care of its surroundings. No one else in the city does it like we do.""
Person A: ""You're right, we can't let anyone down. We need to show that we're the best.""",Chat Generated
"Osoba A (Menedżer): ""Zespół, mamy przed sobą spore wyzwanie z tym nowym projektem.""
Osoba B: ""Wygląda na naprawdę skomplikowane.""
Osoba A: ""Wiem, ale pamiętajcie, że jesteśmy tym wyjątkowym zespołem, który zawsze dostarcza najlepsze rozwiązania. To dzięki nam firma jest liderem na rynku.""
Osoba B: ""Skoro tak, to musimy się postarać. Nie możemy pozwolić, żeby ktoś nas wyprzedził.""","['A', 'D']",[25],750,"Person A (Manager): ""Team, we have a significant challenge ahead of us with this new project.""
Person B: ""It looks really complicated.""
Person A: ""I know, but remember, we are the exceptional team that always delivers the best solutions. It's thanks to us that the company is a market leader.""
Person B: ""If that's the case, we need to put in the effort. We can't let anyone get ahead of us.""",Chat Generated
"Osoba A (Nauczyciel): ""Klasa, zbliża się konkurs matematyczny. To świetna okazja, żeby pokazać, co potraficie.""
Osoba B (Uczeń): ""Ale czy naprawdę mamy szansę wygrać?""
Osoba A: ""Oczywiście! Jesteście tą wyjątkową klasą, która zawsze osiąga najlepsze wyniki. Inne szkoły wiedzą, że jesteśmy nie do pokonania.""
Osoba B: ""To prawda, musimy to udowodnić. Będziemy się przygotowywać jeszcze bardziej.""","['A', 'D', 'F', 'G']","[2, 25]",751,"Person A (Teacher): ""Class, the math competition is approaching. It's a great opportunity to show what you can do.""
Person B (Student): ""But do we really have a chance to win?""
Person A: ""Of course! You are that exceptional class that always achieves the best results. Other schools know that we are unbeatable.""
Person B: ""That's true, we need to prove it. We will prepare even more.""",Chat Generated
"Osoba A: Witam! Widzę, że interesuje się Pan tym modelem telewizora. To naprawdę świetny wybór, a teraz mamy na niego specjalną zniżkę 10%.
Osoba B: To brzmi dobrze, ale zastanawiam się, czy nie poczekać na lepszą okazję.
Osoba A: Rozumiem. Ale to nie wszystko! Przy zakupie tego modelu dorzucamy jeszcze darmowy montaż na ścianie.
Osoba B: To już coś. Ale co z gwarancją?
Osoba A: Świetne pytanie! Właśnie teraz przedłużamy gwarancję do trzech lat bez dodatkowych kosztów. Jak się Pan na to zapatruje?",['I'],"[51, 53]",767,"Person A: Hello! I see you're interested in this TV model. It's really a great choice, and right now we have a special 10% discount on it.  
Person B: That sounds good, but I'm wondering if I should wait for a better deal.  
Person A: I understand. But that's not all! With the purchase of this model, we also offer free wall mounting.  
Person B: That's something. But what about the warranty?  
Person A: Great question! Right now, we're extending the warranty to three years at no additional cost. What do you think about that?",Chat Generated
"Osoba A: Cześć, mamy nowy projekt, nad którym pracujemy, i myślę, że byłbyś świetnym dodatkiem do zespołu.
Osoba B: Hmm, brzmi ciekawie, ale mam już sporo na głowie.
Osoba A: Rozumiem, ale to nie wszystko! Praca nad tym projektem oznacza bezpośrednią współpracę z zarządem, co może być świetną okazją do zaprezentowania się.
Osoba B: To brzmi interesująco, ale wciąż nie jestem pewien.
Osoba A: Dodatkowo, wszyscy członkowie zespołu otrzymają premie za ukończenie projektu przed terminem. Co Ty na to?","['A', 'I']",[51],768,"Person A: Hi, we have a new project we're working on, and I think you'd be a great addition to the team.  
Person B: Hmm, that sounds interesting, but I already have a lot on my plate.  
Person A: I understand, but that's not all! Working on this project means direct collaboration with the management, which could be a great opportunity to showcase your skills.  
Person B: That sounds intriguing, but I'm still not sure.  
Person A: Additionally, all team members will receive bonuses for completing the project ahead of schedule. What do you think?",Chat Generated
